1695594421.765237,1
1695594421.870149,0
1695594421.974352,0
1695594422.078054,1
1695594422.182167,0
1695594422.286187,0
1695594422.390201,0
1695594422.494297,0
1695594422.597928,0
1695594422.702271,0
1695594422.806088,0
1695594422.910084,0
1695594423.014127,0
1695594423.118113,0
1695594423.222573,0
1695594423.327023,0
1695594423.430949,0
1695594423.535181,0
1695594423.639429,0
1695594423.743231,0
1695594423.847376,0
1695594423.951422,0
1695594424.055427,0
1695594424.159619,0
1695594424.263500,0
1695594424.367744,0
1695594424.471875,0
1695594424.575651,0
1695594424.679209,0
1695594424.783399,0
1695594424.887358,0
1695594424.991266,0
1695594425.095008,0
1695594425.199152,0
1695594425.303121,0
1695594425.407393,0
1695594425.511488,0
1695594425.615376,0
1695594425.719254,0
1695594425.822499,3
1695594425.926500,0
1695594426.030107,0
1695594426.134191,0
1695594426.238110,0
1695594426.342144,0
1695594426.446084,0
1695594426.550176,0
1695594426.654227,0
1695594426.758224,0
1695594426.862902,0
1695594426.966818,0
1695594427.070608,0
1695594427.174172,0
1695594427.278080,0
1695594427.382104,0
1695594427.486128,0
1695594427.590082,0
1695594427.694295,0
1695594427.798063,0
1695594427.902246,0
1695594428.006214,0
1695594428.110239,0
1695594428.214102,0
1695594428.318103,0
1695594428.422156,0
1695594428.526397,0
1695594428.630055,0
1695594428.734079,0
1695594428.838248,0
1695594428.942113,2
1695594429.046063,0
1695594429.149735,0
1695594429.253965,0
1695594429.358099,0
1695594429.462102,0
1695594429.566156,0
1695594429.670197,0
1695594429.774145,0
1695594429.878066,0
1695594429.982063,0
1695594430.086095,0
1695594430.190073,0
1695594430.294091,0
1695594430.398091,0
1695594430.502249,0
1695594430.606093,0
1695594430.710053,0
1695594430.814021,0
1695594430.918476,0
1695594431.022382,0
1695594431.126545,0
1695594431.230434,0
1695594431.334324,0
1695594431.438090,0
1695594431.542075,0
1695594431.646131,0
1695594431.750187,0
1695594431.854528,0
1695594431.958605,0
1695594432.062164,0
1695594432.166167,0
1695594432.270014,0
1695594432.374166,0
1695594432.478239,0
1695594432.582114,0
1695594432.686075,0
1695594432.790089,0
1695594432.894348,0
1695594432.998535,0
1695594433.102562,0
1695594433.206545,0
1695594433.310512,0
1695594433.414981,0
1695594433.519218,0
1695594433.623792,0
1695594433.728392,0
1695594433.832667,0
1695594433.937135,0
1695594434.041296,0
1695594434.145484,0
1695594434.249731,0
1695594434.354123,0
1695594434.458168,0
1695594434.562692,0
1695594434.666576,0
1695594434.770774,0
