1695594790.085225,1
1695594790.190407,0
1695594790.294367,0
1695594790.398139,0
1695594790.502088,0
1695594790.606176,0
1695594790.710114,0
1695594790.814117,0
1695594790.919070,0
1695594791.023100,0
1695594791.127205,0
1695594791.231269,0
1695594791.335246,0
1695594791.439302,0
1695594791.543276,0
1695594791.647450,0
1695594791.752811,0
1695594791.857295,0
1695594791.961340,0
1695594792.065594,0
1695594792.170029,0
1695594792.274268,0
1695594792.378317,0
1695594792.482083,0
1695594792.586183,0
1695594792.690270,0
1695594792.794222,0
1695594792.898090,0
1695594793.002189,0
1695594793.106205,0
1695594793.210338,0
1695594793.314083,0
1695594793.418196,0
1695594793.522173,0
1695594793.626466,0
1695594793.730491,0
1695594793.834250,0
1695594793.938402,0
1695594794.042080,0
1695594794.146170,3
1695594794.250126,0
1695594794.354311,0
1695594794.458070,0
1695594794.562260,0
1695594794.666351,0
1695594794.770542,0
1695594794.874292,0
1695594794.978155,0
1695594795.082257,0
1695594795.186180,0
1695594795.290222,0
1695594795.394023,0
1695594795.498064,1
1695594795.602157,0
1695594795.706156,0
1695594795.810092,0
1695594795.914101,0
1695594796.018082,0
1695594796.122095,0
1695594796.226186,0
1695594796.330174,0
1695594796.434221,0
1695594796.538366,0
1695594796.642108,0
1695594796.746351,0
1695594796.850023,0
1695594796.954080,0
1695594797.058108,0
1695594797.162597,0
1695594797.266364,1
1695594797.370060,0
1695594797.474061,0
1695594797.578084,0
1695594797.682183,0
1695594797.786089,0
1695594797.890126,0
1695594797.994227,0
1695594798.098299,0
1695594798.202206,0
1695594798.306209,0
1695594798.410168,0
1695594798.514150,0
1695594798.618216,0
1695594798.722084,0
1695594798.826271,0
1695594798.930368,0
1695594799.034501,0
1695594799.138110,0
1695594799.242276,0
1695594799.346814,0
1695594799.450702,0
1695594799.554333,0
1695594799.658076,0
1695594799.762271,0
1695594799.866309,0
1695594799.970111,0
1695594800.074060,0
1695594800.178353,0
1695594800.283821,0
1695594800.390442,0
1695594800.494587,0
1695594800.599397,0
1695594800.703755,0
1695594800.807792,0
1695594800.912051,0
1695594801.016187,0
1695594801.120487,0
1695594801.224796,0
1695594801.328921,0
1695594801.433309,0
1695594801.537657,0
1695594801.641869,0
1695594801.746011,0
1695594801.850081,0
1695594801.954128,0
1695594802.058124,0
1695594802.162281,0
1695594802.266113,0
1695594802.370202,0
1695594802.474154,0
1695594802.578109,0
1695594802.682114,0
1695594802.786097,0
1695594802.890070,0
1695594802.993821,0
1695594803.098064,0
1695594803.202081,0
1695594803.306234,0
1695594803.410047,1
1695594803.514071,0
1695594803.618402,0
1695594803.722756,0
1695594803.833705,0
1695594803.938107,0
1695594804.042234,0
1695594804.146184,0
1695594804.250076,0
1695594804.354115,0
1695594804.458075,0
1695594804.562156,0
1695594804.666185,0
1695594804.770125,0
